Loyalty Number,Total Flights,Total Distance,Total Points Earned,Total Points Redeemed,Active Months,Avg Flights per Active Month,Redemption Ratio,Avg Distance per Flight,Enrollment Year,Enrollment Month,Loyalty Tenure (Months),Last Flight Date,Months Since Last Flight,Churn,At Risk
181423,47,66184,66184.0,410,11.0,4.2727272727272725,0.006194850719207059,1408.1702127659576,2013,8,64,2018-11-01,1.0,0,0
181434,0,0,0.0,0,,,0.0,0.0,2014,11,49,,,1,0
181498,0,0,0.0,0,,,0.0,0.0,2013,12,60,,,1,0
181607,8,10085,10085.0,0,2.0,4.0,0.0,1260.625,2018,8,4,2018-12-01,0.0,0,0
181726,37,61426,61426.0,1881,9.0,4.111111111111111,0.030622212092599226,1660.162162162162,2013,9,63,2018-12-01,0.0,0,0
181728,26,37728,37728.0,1030,11.0,2.3636363636363638,0.027300678541136558,1451.076923076923,2015,3,45,2018-11-01,1.0,0,0
181770,0,0,0.0,0,,,0.0,0.0,2013,12,60,,,1,0
181825,51,78928,78928.0,987,11.0,4.636363636363637,0.012505067909993919,1547.6078431372548,2015,4,44,2018-12-01,0.0,0,0
181830,42,65710,65710.0,1043,11.0,3.8181818181818183,0.015872774311368132,1564.5238095238096,2016,4,32,2018-12-01,0.0,0,0
181852,40,51011,51011.0,795,12.0,3.3333333333333335,0.015584873850738076,1275.275,2016,10,26,2018-11-01,1.0,0,0
182058,48,60958,60958.0,740,11.0,4.363636363636363,0.01213950588930083,1269.9583333333333,2016,8,28,2018-12-01,0.0,0,0
182124,44,74153,74153.0,325,10.0,4.4,0.0043828300945342735,1685.2954545454545,2014,2,58,2018-12-01,0.0,0,0
182130,28,37819,37819.0,0,7.0,4.0,0.0,1350.6785714285713,2014,5,55,2018-11-01,1.0,0,0
182148,23,28363,28363.0,1073,9.0,2.5555555555555554,0.03783097697704756,1233.1739130434783,2016,7,29,2018-12-01,0.0,0,0
182159,21,32329,32329.0,0,7.0,3.0,0.0,1539.4761904761904,2017,9,15,2018-11-01,1.0,0,0
182184,33,47832,47832.0,485,10.0,3.3,0.010139655460779395,1449.4545454545455,2014,12,48,2018-11-01,1.0,0,0
182205,11,18382,18382.0,536,4.0,2.75,0.02915895985202916,1671.090909090909,2017,11,13,2018-12-01,0.0,0,0
182235,28,43432,43432.0,1340,7.0,4.0,0.0308528274083625,1551.142857142857,2016,11,25,2018-11-01,1.0,0,0
182272,37,51437,51437.0,1242,11.0,3.3636363636363638,0.024146042731885607,1390.1891891891892,2013,4,68,2018-12-01,0.0,0,0
182320,31,55683,55683.0,390,10.0,3.1,0.007003932977749044,1796.225806451613,2014,5,55,2018-06-01,6.0,1,1
182459,35,54769,54769.0,492,8.0,4.375,0.008983183917909766,1564.8285714285714,2013,4,68,2018-11-01,1.0,0,0
182490,30,38758,38758.0,1421,10.0,3.0,0.036663398524175654,1291.9333333333334,2015,2,46,2018-06-01,6.0,0,1
182519,34,43492,43492.0,568,10.0,3.4,0.013059873080106687,1279.1764705882354,2015,4,44,2018-12-01,0.0,0,0
182531,22,30712,30712.0,0,8.0,2.75,0.0,1396.0,2015,12,36,2018-06-01,6.0,0,1
182534,39,51598,51598.0,1692,12.0,3.25,0.03279196868095663,1323.025641025641,2012,11,73,2018-11-01,1.0,0,0
182543,39,51630,51630.0,1557,9.0,4.333333333333333,0.030156885531667635,1323.8461538461538,2016,9,27,2018-12-01,0.0,0,0
182587,27,51165,51165.0,1045,9.0,3.0,0.020424118049447864,1895.0,2014,1,59,2017-12-01,12.0,1,1
182749,44,74938,74938.0,2068,10.0,4.4,0.027596146147481918,1703.1363636363637,2012,12,72,2018-12-01,0.0,0,0
182782,35,41757,41757.0,0,10.0,3.5,0.0,1193.057142857143,2016,2,34,2018-12-01,0.0,0,0
182785,37,59406,59406.0,521,9.0,4.111111111111111,0.00877015789650877,1605.5675675675675,2015,7,41,2018-10-01,2.0,0,0
183020,37,67055,67055.0,2540,11.0,3.3636363636363638,0.03787935277011409,1812.2972972972973,2015,1,47,2018-10-01,2.0,0,0
183023,7,4622,4622.0,0,2.0,3.5,0.0,660.2857142857143,2018,8,4,2018-12-01,0.0,0,0
183025,36,58169,58169.0,1031,10.0,3.6,0.017724217366638588,1615.8055555555557,2015,9,39,2018-12-01,0.0,0,0
183052,36,45823,45823.0,1126,10.0,3.6,0.024572812779608495,1272.861111111111,2016,3,33,2018-12-01,0.0,0,0
183096,39,55563,55563.0,2277,11.0,3.5454545454545454,0.04098050861184601,1424.6923076923076,2014,4,56,2018-10-01,2.0,0,0
183129,30,47871,47871.0,2502,10.0,3.0,0.052265463432976125,1595.7,2013,2,70,2018-12-01,0.0,0,0
183208,33,56279,56279.0,3322,9.0,3.6666666666666665,0.05902734590166847,1705.4242424242425,2014,5,55,2018-12-01,0.0,0,0
183224,43,68716,68716.0,407,12.0,3.5833333333333335,0.005922929157692531,1598.046511627907,2014,11,49,2018-12-01,0.0,0,0
183235,49,77950,77950.0,1566,10.0,4.9,0.020089801154586272,1590.8163265306123,2014,5,55,2018-11-01,1.0,0,0
183305,38,47173,47173.0,906,10.0,3.8,0.019205901681046363,1241.3947368421052,2014,5,55,2018-12-01,0.0,0,0
183339,0,0,0.0,0,,,0.0,0.0,2014,10,50,,,1,0
183374,32,45542,45542.0,693,10.0,3.2,0.015216723024900092,1423.1875,2016,8,28,2018-11-01,1.0,0,0
183388,17,28804,28804.0,445,6.0,2.8333333333333335,0.015449243160672128,1694.3529411764705,2017,10,14,2018-09-01,3.0,1,0
183456,21,21212,21212.0,1226,5.0,4.2,0.057797473128417876,1010.0952380952381,2018,5,7,2018-12-01,0.0,0,0
183523,38,55038,55038.0,428,10.0,3.8,0.007776445365020531,1448.3684210526317,2014,9,51,2018-11-01,1.0,0,0
183626,27,42579,42579.0,646,10.0,2.7,0.015171798304328426,1577.0,2017,6,18,2018-11-01,1.0,0,0
183692,32,49522,74283.0,0,6.0,5.333333333333333,0.0,1547.5625,2018,2,10,2018-10-01,2.0,1,0
183716,34,49036,49036.0,532,11.0,3.090909090909091,0.01084917203687087,1442.235294117647,2014,4,56,2018-12-01,0.0,0,0
183748,39,57790,57790.0,1946,10.0,3.9,0.033673645959508565,1481.7948717948718,2013,5,67,2018-06-01,6.0,0,1
183754,31,37050,37050.0,1013,9.0,3.4444444444444446,0.027341430499325237,1195.1612903225807,2016,11,25,2018-12-01,0.0,0,0
183755,38,60726,60726.0,721,9.0,4.222222222222222,0.01187300332641702,1598.0526315789473,2016,1,35,2018-12-01,0.0,0,0
183885,0,0,0.0,0,,,0.0,0.0,2012,12,72,,,0,0
183948,46,71684,71684.0,1128,9.0,5.111111111111111,0.015735729032978072,1558.3478260869565,2014,9,51,2018-12-01,0.0,0,0
184009,39,54185,54185.0,497,9.0,4.333333333333333,0.009172280151333395,1389.3589743589744,2015,1,47,2018-12-01,0.0,0,0
184035,25,39792,39792.0,0,10.0,2.5,0.0,1591.68,2014,7,53,2018-12-01,0.0,0,0
184045,29,40867,61300.5,1212,5.0,5.8,0.019771453740181563,1409.2068965517242,2018,2,10,2018-11-01,1.0,0,0
184090,13,22485,22485.0,1197,6.0,2.1666666666666665,0.05323549032688459,1729.6153846153845,2017,8,16,2018-12-01,0.0,0,0
184151,41,66708,66708.0,1167,10.0,4.1,0.017494153624752654,1627.0243902439024,2017,5,19,2018-12-01,0.0,0,0
184206,54,76099,76099.0,2673,12.0,4.5,0.03512529731008292,1409.2407407407406,2013,12,60,2018-12-01,0.0,0,0
184207,0,0,0.0,0,,,0.0,0.0,2013,5,67,,,1,0
184306,39,62918,62918.0,2667,10.0,3.9,0.04238850567405194,1613.2820512820513,2012,12,72,2018-09-01,3.0,0,0
184456,35,43988,43988.0,355,11.0,3.1818181818181817,0.008070382831681367,1256.8,2012,9,75,2018-12-01,0.0,0,0
184466,36,50716,50716.0,2228,10.0,3.6,0.04393090937771118,1408.7777777777778,2013,7,65,2018-11-01,1.0,0,0
184478,21,35968,35968.0,300,9.0,2.3333333333333335,0.008340747330960853,1712.7619047619048,2017,11,13,2018-11-01,1.0,0,0
184490,0,0,0.0,0,,,0.0,0.0,2018,11,1,,,0,0
184496,46,56870,56870.0,1041,11.0,4.181818181818182,0.018304905925795676,1236.304347826087,2013,11,61,2018-12-01,0.0,0,0
184635,34,42278,42278.0,1318,9.0,3.7777777777777777,0.031174606178154124,1243.4705882352941,2014,10,50,2018-12-01,0.0,0,0
184678,25,37932,37932.0,0,8.0,3.125,0.0,1517.28,2016,2,34,2018-05-01,7.0,1,1
184735,47,58058,58058.0,0,11.0,4.2727272727272725,0.0,1235.276595744681,2013,3,69,2018-12-01,0.0,0,0
184754,31,45623,45623.0,1299,10.0,3.1,0.028472480985467855,1471.7096774193549,2013,7,65,2018-12-01,0.0,0,0
184755,74,121710,182565.0,438,6.0,12.333333333333334,0.0023991455098184206,1644.7297297297298,2018,2,10,2018-10-01,2.0,0,0
184895,42,58080,58080.0,537,11.0,3.8181818181818183,0.009245867768595041,1382.857142857143,2017,3,21,2018-11-01,1.0,0,0
184924,32,39246,39246.0,0,10.0,3.2,0.0,1226.4375,2018,12,0,2018-12-01,0.0,0,0
184959,31,42308,42308.0,1354,10.0,3.1,0.032003403611610096,1364.774193548387,2016,12,24,2018-12-01,0.0,0,0
184976,59,83479,83479.0,3051,12.0,4.916666666666667,0.03654811389690821,1414.8983050847457,2015,11,37,2018-12-01,0.0,0,0
185013,32,46469,46469.0,1761,10.0,3.2,0.03789623189653317,1452.15625,2015,2,46,2018-12-01,0.0,0,0
185101,35,44019,44019.0,0,10.0,3.5,0.0,1257.6857142857143,2013,7,65,2018-12-01,0.0,0,0
185129,44,66503,66503.0,792,12.0,3.6666666666666665,0.011909237177270198,1511.4318181818182,2013,12,60,2018-10-01,2.0,0,0
185153,38,54167,54167.0,0,11.0,3.4545454545454546,0.0,1425.4473684210527,2016,5,31,2018-11-01,1.0,0,0
185285,23,37067,37067.0,1149,7.0,3.2857142857142856,0.030997922680551435,1611.608695652174,2017,10,14,2018-12-01,0.0,0,0
185288,0,0,0.0,0,,,0.0,0.0,2018,11,1,,,0,0
185496,29,46412,46412.0,437,8.0,3.625,0.009415668361630613,1600.4137931034484,2017,6,18,2018-12-01,0.0,0,0
185509,45,72810,72810.0,2481,12.0,3.75,0.03407498969921714,1618.0,2015,8,40,2018-12-01,0.0,0,0
185531,8,14448,14448.0,0,3.0,2.6666666666666665,0.0,1806.0,2016,11,25,2017-05-01,19.0,1,1
185561,32,57075,57075.0,0,9.0,3.5555555555555554,0.0,1783.59375,2013,3,69,2018-11-01,1.0,0,0
185573,29,47808,47808.0,0,8.0,3.625,0.0,1648.551724137931,2015,10,38,2018-12-01,0.0,0,0
185774,48,59309,59309.0,479,12.0,4.0,0.008076345917145795,1235.6041666666667,2017,2,22,2018-10-01,2.0,0,0
185808,34,49948,49948.0,1009,11.0,3.090909090909091,0.020201009049411387,1469.0588235294117,2015,5,43,2018-12-01,0.0,0,0
185815,0,0,0.0,0,,,0.0,0.0,2012,7,77,,,0,0
185830,34,51960,51960.0,1294,11.0,3.090909090909091,0.024903772132409546,1528.235294117647,2013,11,61,2018-12-01,0.0,0,0
185835,38,57617,57617.0,742,9.0,4.222222222222222,0.012878143603450371,1516.2368421052631,2013,12,60,2018-09-01,3.0,0,0
185857,44,62791,62791.0,2111,10.0,4.4,0.0336194677581182,1427.0681818181818,2012,8,76,2018-12-01,0.0,0,0
185919,53,68075,68075.0,458,12.0,4.416666666666667,0.0067278736687477044,1284.433962264151,2013,11,61,2018-12-01,0.0,0,0
186015,41,60413,60413.0,1543,9.0,4.555555555555555,0.025540860410838726,1473.4878048780488,2015,9,39,2018-11-01,1.0,0,0
186020,37,46639,46639.0,1047,11.0,3.3636363636363638,0.022449023349557236,1260.5135135135135,2018,12,0,2018-12-01,0.0,0,0
186146,6,12684,12684.0,0,2.0,3.0,0.0,2114.0,2018,6,6,2018-12-01,0.0,0,0
186199,41,70997,70997.0,736,10.0,4.1,0.010366635209938448,1731.6341463414635,2013,3,69,2018-12-01,0.0,0,0
186246,25,35916,35916.0,619,9.0,2.7777777777777777,0.01723465864795634,1436.64,2017,7,17,2018-12-01,0.0,0,0
186295,40,60439,60439.0,408,11.0,3.6363636363636362,0.006750608051092837,1510.975,2014,6,54,2018-11-01,1.0,0,0
186469,4,7969,7969.0,0,2.0,2.0,0.0,1992.25,2018,9,3,2018-12-01,0.0,0,0
186539,34,45392,45392.0,1013,10.0,3.4,0.022316707789918927,1335.0588235294117,2014,12,48,2018-10-01,2.0,1,0
186593,34,44197,44197.0,0,8.0,4.25,0.0,1299.9117647058824,2014,12,48,2018-12-01,0.0,0,0
186668,28,41963,41963.0,1224,8.0,3.5,0.029168553249291043,1498.6785714285713,2015,1,47,2018-08-01,4.0,0,0
186729,7,9076,9076.0,0,3.0,2.3333333333333335,0.0,1296.5714285714287,2018,9,3,2018-12-01,0.0,0,0
186754,42,76332,76332.0,2161,9.0,4.666666666666667,0.02831053817533931,1817.4285714285713,2013,5,67,2018-11-01,1.0,0,0
186807,13,24098,24098.0,309,4.0,3.25,0.012822640883060834,1853.6923076923076,2013,1,71,2017-06-01,18.0,1,1
186810,33,47092,47092.0,2475,10.0,3.3,0.05255669752824259,1427.030303030303,2015,3,45,2018-12-01,0.0,0,0
186901,24,27832,27832.0,0,8.0,3.0,0.0,1159.6666666666667,2016,5,31,2018-02-01,10.0,1,1
186942,19,27778,27778.0,390,9.0,2.111111111111111,0.014039887680898552,1462.0,2017,6,18,2018-11-01,1.0,0,0
187010,55,47269,70903.5,0,7.0,7.857142857142857,0.0,859.4363636363636,2018,3,9,2018-12-01,0.0,0,0
187025,25,40234,40234.0,1121,12.0,2.0833333333333335,0.02786200725754337,1609.36,2017,8,16,2018-12-01,0.0,0,0
187041,37,59105,59105.0,1008,10.0,3.7,0.017054394721258775,1597.4324324324325,2014,10,50,2018-11-01,1.0,0,0
187077,19,26576,26576.0,1842,8.0,2.375,0.06931065623118603,1398.7368421052631,2015,4,44,2018-12-01,0.0,0,0
187141,42,63360,95040.0,1307,6.0,7.0,0.013752104377104377,1508.5714285714287,2018,3,9,2018-11-01,1.0,0,0
187161,2,1906,1906.0,0,1.0,2.0,0.0,953.0,2016,7,29,2017-03-01,21.0,1,1
187175,47,77397,77397.0,0,11.0,4.2727272727272725,0.0,1646.7446808510638,2014,12,48,2018-11-01,1.0,0,0
187291,25,41953,41953.0,630,9.0,2.7777777777777777,0.015016804519343074,1678.12,2017,12,12,2018-12-01,0.0,0,0
187318,26,41444,41444.0,1541,9.0,2.888888888888889,0.03718270437216485,1594.0,2012,5,79,2018-12-01,0.0,0,0
187390,27,38417,38417.0,826,9.0,3.0,0.02150089803993024,1422.851851851852,2017,12,12,2018-12-01,0.0,0,0
187435,28,41047,41047.0,385,9.0,3.111111111111111,0.009379491802080541,1465.9642857142858,2013,4,68,2018-12-01,0.0,0,0
187459,23,39749,39749.0,0,9.0,2.5555555555555554,0.0,1728.2173913043478,2017,8,16,2018-12-01,0.0,0,0
187618,5,8515,8515.0,0,3.0,1.6666666666666667,0.0,1703.0,2018,7,5,2018-11-01,1.0,0,0
187710,33,41031,41031.0,868,12.0,2.75,0.021154736662523457,1243.3636363636363,2016,9,27,2018-12-01,0.0,0,0
187758,26,47600,71400.0,0,5.0,5.2,0.0,1830.7692307692307,2018,4,8,2018-09-01,3.0,0,0
187835,0,0,0.0,0,,,0.0,0.0,2014,3,57,,,1,0
187838,28,43953,43953.0,1439,9.0,3.111111111111111,0.0327395172115669,1569.75,2017,3,21,2018-11-01,1.0,0,0
187876,4,5888,5888.0,492,2.0,2.0,0.08355978260869565,1472.0,2018,8,4,2018-11-01,1.0,0,0
187887,26,37345,37345.0,0,10.0,2.6,0.0,1436.3461538461538,2015,1,47,2018-11-01,1.0,0,0
187902,12,18989,18989.0,0,6.0,2.0,0.0,1582.4166666666667,2017,4,20,2018-09-01,3.0,0,0
187958,0,0,0.0,0,,,0.0,0.0,2016,4,32,,,1,0
188006,40,56455,56455.0,521,10.0,4.0,0.00922858914179435,1411.375,2012,9,75,2018-08-01,4.0,0,0
188033,28,31519,31519.0,1514,8.0,3.5,0.04803451886163901,1125.6785714285713,2012,12,72,2018-10-01,2.0,0,0
188071,32,52854,52854.0,2253,10.0,3.2,0.042626858894312634,1651.6875,2013,7,65,2018-11-01,1.0,0,0
188120,36,43560,43560.0,1659,10.0,3.6,0.038085399449035814,1210.0,2013,11,61,2018-12-01,0.0,0,0
188136,39,61394,61394.0,631,11.0,3.5454545454545454,0.010277877317001662,1574.2051282051282,2012,10,74,2018-12-01,0.0,0,0
188147,48,83743,83743.0,965,11.0,4.363636363636363,0.01152335120547389,1744.6458333333333,2016,7,29,2018-12-01,0.0,0,0
188218,0,0,0.0,0,,,0.0,0.0,2013,2,70,,,1,0
188307,35,51192,51192.0,1437,8.0,4.375,0.02807079231129864,1462.6285714285714,2014,4,56,2018-07-01,5.0,1,0
188318,39,60343,60343.0,0,10.0,3.9,0.0,1547.2564102564102,2012,6,78,2018-12-01,0.0,0,0
188328,42,58584,87876.0,1257,5.0,8.4,0.01430424689334972,1394.857142857143,2018,2,10,2018-10-01,2.0,0,0
188340,51,60772,60772.0,1382,11.0,4.636363636363637,0.02274073586520108,1191.6078431372548,2017,4,20,2018-12-01,0.0,0,0
188470,15,19034,19034.0,0,4.0,3.75,0.0,1268.9333333333334,2015,10,38,2017-10-01,14.0,1,1
188542,41,56951,56951.0,1394,8.0,5.125,0.0244771821390318,1389.0487804878048,2015,10,38,2018-12-01,0.0,0,0
188559,42,59977,59977.0,1912,11.0,3.8181818181818183,0.03187888690664755,1428.0238095238096,2012,10,74,2018-12-01,0.0,0,0
188655,25,34341,34341.0,466,10.0,2.5,0.013569785387728954,1373.64,2017,4,20,2018-11-01,1.0,0,0
188668,27,44890,44890.0,449,9.0,3.0,0.010002227667631989,1662.5925925925926,2017,8,16,2018-12-01,0.0,0,0
188828,47,74330,74330.0,2061,11.0,4.2727272727272725,0.027727700793757568,1581.4893617021276,2015,10,38,2018-12-01,0.0,0,0
188893,41,72849,72849.0,733,11.0,3.727272727272727,0.01006190888001208,1776.8048780487804,2016,12,24,2018-10-01,2.0,0,0
189139,42,66704,66704.0,1900,11.0,3.8181818181818183,0.028484048932597747,1588.1904761904761,2012,8,76,2018-12-01,0.0,0,0
189146,17,29216,29216.0,1300,5.0,3.4,0.04449616648411829,1718.5882352941176,2017,5,19,2017-11-01,13.0,1,1
189158,30,54196,54196.0,892,9.0,3.3333333333333335,0.01645877924570079,1806.5333333333333,2016,1,35,2018-12-01,0.0,0,0
189197,49,72626,72626.0,1170,10.0,4.9,0.01610993308181643,1482.1632653061224,2015,8,40,2018-11-01,1.0,0,0
189294,41,65856,98784.0,0,5.0,8.2,0.0,1606.2439024390244,2018,2,10,2018-10-01,2.0,1,0
189329,35,44804,44804.0,772,10.0,3.5,0.017230604410320507,1280.1142857142856,2016,4,32,2018-12-01,0.0,0,0
189611,54,72823,72823.0,448,12.0,4.5,0.0061519025582576934,1348.5740740740741,2012,10,74,2018-12-01,0.0,0,0
189613,8,12387,12387.0,0,4.0,2.0,0.0,1548.375,2018,7,5,2018-12-01,0.0,0,0
189666,9,14922,14922.0,329,3.0,3.0,0.022047982844122772,1658.0,2018,7,5,2018-11-01,1.0,0,0
189707,19,26709,26709.0,1346,9.0,2.111111111111111,0.05039499794076903,1405.7368421052631,2017,11,13,2018-10-01,2.0,0,0
189775,52,62411,62411.0,1065,10.0,5.2,0.01706429956257711,1200.2115384615386,2014,11,49,2018-12-01,0.0,0,0
189817,41,59957,59957.0,900,11.0,3.727272727272727,0.015010757709691945,1462.3658536585365,2013,8,64,2018-12-01,0.0,0,0
189822,37,63003,63003.0,880,10.0,3.7,0.013967588844975636,1702.7837837837837,2012,7,77,2018-12-01,0.0,0,0
189836,49,65217,65217.0,1601,12.0,4.083333333333333,0.024548813959550424,1330.9591836734694,2015,12,36,2018-12-01,0.0,0,0
189854,3,4830,4830.0,477,1.0,3.0,0.09875776397515527,1610.0,2018,5,7,2018-10-01,2.0,1,0
189914,42,68458,68458.0,732,12.0,3.5,0.01069268748721844,1629.952380952381,2012,5,79,2018-11-01,1.0,0,0
190052,40,62095,62095.0,416,11.0,3.6363636363636362,0.006699412190997665,1552.375,2013,10,62,2018-12-01,0.0,0,0
190149,37,54738,54738.0,859,11.0,3.3636363636363638,0.01569293726478863,1479.4054054054054,2014,1,59,2018-06-01,6.0,1,1
190227,41,48809,48809.0,0,11.0,3.727272727272727,0.0,1190.4634146341464,2015,2,46,2018-12-01,0.0,0,0
190236,37,60328,60328.0,1097,7.0,5.285714285714286,0.018183927861026388,1630.4864864864865,2014,4,56,2018-10-01,2.0,0,0
190256,43,48525,48525.0,978,12.0,3.5833333333333335,0.02015455950540958,1128.4883720930231,2012,6,78,2018-11-01,1.0,0,0
190405,12,21630,21630.0,0,4.0,3.0,0.0,1802.5,2013,5,67,2017-07-01,17.0,1,1
190429,50,65832,98748.0,0,6.0,8.333333333333334,0.0,1316.64,2018,2,10,2018-12-01,0.0,0,0
190465,26,35789,35789.0,608,9.0,2.888888888888889,0.016988460141384224,1376.5,2015,3,45,2018-12-01,0.0,0,0
190524,36,49639,49639.0,694,11.0,3.272727272727273,0.013980942404158021,1378.861111111111,2016,6,30,2018-12-01,0.0,0,0
190529,47,69378,69378.0,943,12.0,3.9166666666666665,0.013592205021764824,1476.127659574468,2015,2,46,2018-12-01,0.0,0,0
190561,24,40351,40351.0,1155,9.0,2.6666666666666665,0.02862382592748631,1681.2916666666667,2012,7,77,2018-12-01,0.0,0,0
190570,17,27344,27344.0,0,5.0,3.4,0.0,1608.4705882352941,2017,3,21,2017-11-01,13.0,1,1
190716,32,54404,54404.0,0,9.0,3.5555555555555554,0.0,1700.125,2016,12,24,2018-12-01,0.0,0,0
190720,45,61287,61287.0,1004,11.0,4.090909090909091,0.01638194070520665,1361.9333333333334,2013,10,62,2018-10-01,2.0,0,0
190791,22,30000,30000.0,1290,8.0,2.75,0.043,1363.6363636363637,2016,11,25,2018-10-01,2.0,0,0
190827,17,28335,28335.0,0,6.0,2.8333333333333335,0.0,1666.764705882353,2017,10,14,2018-12-01,0.0,0,0
191044,0,0,0.0,0,,,0.0,0.0,2014,4,56,,,1,0
191057,26,32940,32940.0,435,7.0,3.7142857142857144,0.013205828779599272,1266.923076923077,2013,9,63,2018-04-01,8.0,1,1
191065,55,81552,81552.0,1029,12.0,4.583333333333333,0.012617716303708063,1482.7636363636364,2016,12,24,2018-12-01,0.0,0,0
191150,40,43452,65178.0,489,5.0,8.0,0.007502531529043542,1086.3,2018,4,8,2018-11-01,1.0,0,0
191189,0,0,0.0,0,,,0.0,0.0,2013,8,64,,,1,0
191508,12,16527,16527.0,988,5.0,2.4,0.0597809644823622,1377.25,2018,1,11,2018-12-01,0.0,0,0
191537,33,44611,44611.0,1339,9.0,3.6666666666666665,0.030015018717356706,1351.8484848484848,2013,8,64,2018-09-01,3.0,0,0
191558,19,33204,33204.0,2681,7.0,2.7142857142857144,0.08074328394169378,1747.578947368421,2017,9,15,2018-10-01,2.0,0,0
191626,16,23364,23364.0,476,6.0,2.6666666666666665,0.020373223763054272,1460.25,2018,1,11,2018-10-01,2.0,1,0
191638,41,65959,65959.0,489,11.0,3.727272727272727,0.007413696387149593,1608.7560975609756,2012,11,73,2018-12-01,0.0,0,0
191656,20,27997,27997.0,529,6.0,3.3333333333333335,0.01889488159445655,1399.85,2018,1,11,2018-11-01,1.0,0,0
191780,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
191814,41,76198,76198.0,426,9.0,4.555555555555555,0.00559069791858054,1858.4878048780488,2017,6,18,2018-11-01,1.0,0,0
191869,38,45388,45388.0,3177,11.0,3.4545454545454546,0.06999647483916453,1194.421052631579,2014,9,51,2018-12-01,0.0,0,0
191917,45,53494,53494.0,2024,11.0,4.090909090909091,0.037836018992784236,1188.7555555555555,2017,2,22,2018-10-01,2.0,0,0
192009,38,61774,61774.0,0,9.0,4.222222222222222,0.0,1625.6315789473683,2013,9,63,2018-11-01,1.0,0,0
192013,34,56032,56032.0,2170,9.0,3.7777777777777777,0.03872786978869218,1648.0,2014,6,54,2018-12-01,0.0,0,0
192096,3,2535,2535.0,0,1.0,3.0,0.0,845.0,2018,10,2,2018-12-01,0.0,0,0
192098,70,115528,173292.0,0,8.0,8.75,0.0,1650.4,2018,2,10,2018-12-01,0.0,0,0
192115,27,41812,41812.0,905,7.0,3.857142857142857,0.02164450397015211,1548.5925925925926,2014,2,58,2018-12-01,0.0,0,0
192136,33,53896,53896.0,2196,10.0,3.3,0.04074513878580971,1633.2121212121212,2013,2,70,2018-11-01,1.0,0,0
192141,38,65228,65228.0,1475,12.0,3.1666666666666665,0.02261298828723861,1716.5263157894738,2012,9,75,2018-10-01,2.0,0,0
192177,49,75972,75972.0,602,11.0,4.454545454545454,0.007923971989680409,1550.4489795918366,2015,11,37,2018-12-01,0.0,0,0
192250,31,41148,41148.0,1419,10.0,3.1,0.03448527267424905,1327.3548387096773,2014,9,51,2018-12-01,0.0,0,0
192355,37,57605,57605.0,901,8.0,4.625,0.01564100338512282,1556.8918918918919,2016,6,30,2018-11-01,1.0,0,0
192405,52,72587,72587.0,706,12.0,4.333333333333333,0.009726259523055093,1395.9038461538462,2013,4,68,2018-11-01,1.0,0,0
192543,46,56750,56750.0,3325,11.0,4.181818181818182,0.05859030837004405,1233.695652173913,2015,5,43,2018-09-01,3.0,0,0
192554,35,48144,48144.0,1344,10.0,3.5,0.027916251246261216,1375.5428571428572,2012,5,79,2018-12-01,0.0,0,0
192556,2,2486,2486.0,0,1.0,2.0,0.0,1243.0,2018,11,1,2018-12-01,0.0,0,0
192600,27,40145,40145.0,1001,7.0,3.857142857142857,0.024934612031386225,1486.851851851852,2014,11,49,2018-11-01,1.0,0,0
192651,42,66725,66725.0,1126,8.0,5.25,0.01687523417010116,1588.6904761904761,2014,3,57,2018-12-01,0.0,0,0
192685,35,53947,53947.0,1622,11.0,3.1818181818181817,0.03006654679592934,1541.3428571428572,2014,4,56,2018-12-01,0.0,0,0
192691,44,61939,61939.0,1933,9.0,4.888888888888889,0.03120812412212015,1407.7045454545455,2016,4,32,2018-12-01,0.0,0,0
192772,0,0,0.0,0,,,0.0,0.0,2012,11,73,,,0,0
192816,61,84187,126280.5,0,6.0,10.166666666666666,0.0,1380.1147540983607,2018,4,8,2018-12-01,0.0,0,0
192898,31,51822,51822.0,1513,11.0,2.8181818181818183,0.029196094322874455,1671.6774193548388,2014,1,59,2018-10-01,2.0,0,0
192994,56,88282,88282.0,1307,11.0,5.090909090909091,0.014804829976665684,1576.4642857142858,2014,3,57,2018-12-01,0.0,0,0
193020,38,63206,94809.0,0,7.0,5.428571428571429,0.0,1663.3157894736842,2018,4,8,2018-12-01,0.0,0,0
193037,23,43677,43677.0,996,6.0,3.8333333333333335,0.02280376399477986,1899.0,2018,1,11,2018-12-01,0.0,0,0
193147,46,60529,60529.0,1247,11.0,4.181818181818182,0.020601695055262766,1315.8478260869565,2014,3,57,2018-12-01,0.0,0,0
193150,43,67517,67517.0,995,11.0,3.909090909090909,0.014737029192647778,1570.1627906976744,2016,7,29,2018-12-01,0.0,0,0
193212,37,47754,47754.0,1239,9.0,4.111111111111111,0.025945470536499562,1290.6486486486488,2017,1,23,2018-12-01,0.0,0,0
193519,56,78784,118176.0,0,7.0,8.0,0.0,1406.857142857143,2018,3,9,2018-12-01,0.0,0,0
193564,41,46434,46434.0,1149,11.0,3.727272727272727,0.02474479906964724,1132.5365853658536,2015,1,47,2018-12-01,0.0,0,0
