Loyalty Number,Total Flights,Total Distance,Total Points Earned,Total Points Redeemed,Active Months,Avg Flights per Active Month,Redemption Ratio,Avg Distance per Flight,Enrollment Year,Enrollment Month,Loyalty Tenure (Months),Last Flight Date,Months Since Last Flight,Churn,At Risk,Cluster,Customer Segment
227804,23,36846,36846.0,2064,10.0,2.3,0.0560169353525484,1602.0,2017,5,19,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
227808,59,82924,124386.0,585,7.0,8.428571428571429,0.0047031016352322,1405.4915254237287,2018,3,9,2018-11-01,1.0,0,0,3,High-Engagement New Travelers
227906,28,53626,53626.0,774,9.0,3.111111111111111,0.0144332972811695,1915.2142857142856,2015,7,41,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
228030,12,14248,14248.0,0,4.0,3.0,0.0,1187.3333333333333,2018,5,7,2018-11-01,1.0,0,0,1,Growing Customers
228151,30,49417,49417.0,1159,10.0,3.0,0.0234534674302365,1647.2333333333331,2014,8,52,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
228273,50,57748,57748.0,2883,11.0,4.545454545454546,0.0499238068850869,1154.96,2016,1,35,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
228469,0,0,0.0,0,,,0.0,0.0,2015,5,43,,,1,0,2,Inactive Members
228557,14,14920,14920.0,0,5.0,2.8,0.0,1065.7142857142858,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
228580,34,42744,42744.0,2307,9.0,3.7777777777777777,0.0539724873666479,1257.1764705882354,2012,5,79,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
228673,42,46085,46085.0,344,11.0,3.8181818181818175,0.0074644678311815,1097.2619047619048,2012,9,75,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
228748,49,64949,64949.0,0,10.0,4.9,0.0,1325.4897959183672,2015,12,36,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
228772,7,8310,8310.0,0,4.0,1.75,0.0,1187.142857142857,2013,7,65,2017-06-01,18.0,1,1,1,Growing Customers
228820,18,28965,28965.0,0,5.0,3.6,0.0,1609.1666666666667,2017,11,13,2018-12-01,0.0,0,0,1,Growing Customers
228896,24,32161,32161.0,546,8.0,3.0,0.016977084045894,1340.0416666666667,2013,8,64,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
228984,31,48466,48466.0,1509,10.0,3.1,0.0311352288202038,1563.4193548387098,2015,11,37,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
228995,39,56737,56737.0,2321,10.0,3.9,0.0409080494210127,1454.7948717948718,2014,9,51,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
229075,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0,2,Inactive Members
229094,29,52996,52996.0,744,10.0,2.9,0.0140387953807834,1827.448275862069,2014,2,58,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
229166,54,84176,84176.0,3213,12.0,4.5,0.0381700247101311,1558.8148148148148,2014,9,51,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
229204,8,11772,11772.0,686,4.0,2.0,0.0582738702004757,1471.5,2018,8,4,2018-12-01,0.0,0,0,1,Growing Customers
229210,37,47295,47295.0,1568,9.0,4.111111111111111,0.0331536103182154,1278.2432432432431,2014,2,58,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
229265,29,45554,45554.0,900,7.0,4.142857142857143,0.0197567721824647,1570.8275862068965,2012,12,72,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
229308,0,0,0.0,0,,,0.0,0.0,2016,9,27,,,1,0,2,Inactive Members
229391,4,4000,4000.0,0,1.0,4.0,0.0,1000.0,2018,11,1,2018-12-01,0.0,0,0,1,Growing Customers
229436,29,33100,33100.0,642,7.0,4.142857142857143,0.0193957703927492,1141.3793103448277,2017,1,23,2018-10-01,2.0,0,0,1,Growing Customers
229530,50,77667,77667.0,1092,10.0,5.0,0.0140600254934528,1553.34,2012,10,74,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
229612,39,56862,56862.0,2490,9.0,4.333333333333333,0.0437902289754141,1458.0,2012,8,76,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
229621,39,49845,49845.0,446,11.0,3.5454545454545454,0.008947737987762,1278.076923076923,2017,4,20,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
229636,0,0,0.0,0,,,0.0,0.0,2012,12,72,,,0,0,2,Inactive Members
229677,43,70404,70404.0,1492,10.0,4.3,0.0211919777285381,1637.3023255813953,2016,5,31,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
229692,23,25625,25625.0,0,7.0,3.2857142857142856,0.0,1114.1304347826087,2017,12,12,2018-08-01,4.0,1,0,1,Growing Customers
229842,58,84062,84062.0,1194,12.0,4.833333333333333,0.0142038019556993,1449.344827586207,2013,10,62,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
229861,0,0,0.0,0,,,0.0,0.0,2015,11,37,,,1,0,2,Inactive Members
230027,45,66449,66449.0,2722,12.0,3.75,0.0409637466327559,1476.6444444444444,2016,1,35,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
230070,5,6398,6398.0,0,3.0,1.6666666666666667,0.0,1279.6,2017,11,13,2018-05-01,7.0,1,1,1,Growing Customers
230101,36,43356,43356.0,458,10.0,3.6,0.0105637051388504,1204.3333333333333,2015,9,39,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
230124,3,3753,3753.0,0,1.0,3.0,0.0,1251.0,2018,11,1,2018-12-01,0.0,0,0,1,Growing Customers
230240,48,63396,63396.0,1503,10.0,4.8,0.0237081203861442,1320.75,2013,2,70,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
230311,38,66250,66250.0,1226,9.0,4.222222222222222,0.0185056603773584,1743.421052631579,2014,8,52,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
230337,19,28662,28662.0,454,8.0,2.375,0.0158397878724443,1508.5263157894738,2017,12,12,2018-12-01,0.0,0,0,1,Growing Customers
230429,50,88371,88371.0,312,11.0,4.545454545454546,0.0035305699833655,1767.42,2012,9,75,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
230560,24,52960,79440.0,0,4.0,6.0,0.0,2206.6666666666665,2018,2,10,2018-09-01,3.0,0,0,1,Growing Customers
230687,13,19467,19467.0,1176,8.0,1.625,0.0604099244875943,1497.4615384615386,2017,10,14,2018-06-01,6.0,1,1,1,Growing Customers
230693,37,59303,59303.0,2308,11.0,3.363636363636364,0.0389187730806198,1602.7837837837835,2013,9,63,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
230763,52,59584,59584.0,2068,11.0,4.727272727272728,0.0347073039742212,1145.8461538461538,2016,3,33,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
230840,27,36669,36669.0,581,10.0,2.7,0.0158444462625105,1358.111111111111,2017,1,23,2018-12-01,0.0,0,0,1,Growing Customers
230908,49,66022,66022.0,822,11.0,4.454545454545454,0.0124503953227711,1347.3877551020407,2012,5,79,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
230942,43,60902,60902.0,958,12.0,3.583333333333333,0.0157301894847459,1416.3255813953488,2016,11,25,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
231013,42,75634,75634.0,903,9.0,4.666666666666667,0.0119390750191712,1800.809523809524,2015,10,38,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
231047,23,32545,32545.0,0,9.0,2.555555555555556,0.0,1415.0,2013,10,62,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231080,6,8937,8937.0,394,2.0,3.0,0.0440863824549625,1489.5,2016,9,27,2017-03-01,21.0,1,1,1,Growing Customers
231084,39,58998,58998.0,444,11.0,3.5454545454545454,0.0075256788365707,1512.7692307692307,2016,6,30,2018-08-01,4.0,0,0,0,Loyal Frequent Travelers
231090,36,51841,51841.0,1840,11.0,3.272727272727273,0.0354931424933932,1440.0277777777778,2014,11,49,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231273,40,57800,57800.0,1355,11.0,3.636363636363636,0.0234429065743944,1445.0,2015,1,47,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231319,0,0,0.0,0,,,0.0,0.0,2013,12,60,,,1,0,2,Inactive Members
231462,31,40801,40801.0,1073,10.0,3.1,0.0262983750398274,1316.1612903225807,2014,7,53,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231508,41,71228,71228.0,765,10.0,4.1,0.010740158364688,1737.2682926829268,2014,2,58,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
231530,28,43680,43680.0,445,9.0,3.111111111111111,0.0101877289377289,1560.0,2012,5,79,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
231592,32,48469,48469.0,399,10.0,3.2,0.0082320658565268,1514.65625,2016,5,31,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231614,41,60144,60144.0,835,9.0,4.555555555555555,0.0138833466347432,1466.9268292682927,2012,6,78,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
231641,46,61282,61282.0,648,12.0,3.8333333333333335,0.0105740674259978,1332.2173913043478,2014,1,59,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231755,41,59667,59667.0,1643,11.0,3.727272727272727,0.0275361590158714,1455.2926829268292,2014,2,58,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
231843,39,52366,52366.0,1569,10.0,3.9,0.0299621892067371,1342.7179487179487,2016,11,25,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
231992,44,69024,103536.0,0,4.0,11.0,0.0,1568.7272727272727,2018,3,9,2018-12-01,0.0,0,0,3,High-Engagement New Travelers
232022,30,48202,48202.0,990,8.0,3.75,0.0205385668644454,1606.7333333333331,2015,1,47,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
232137,38,44528,44528.0,547,12.0,3.1666666666666665,0.0122844053180021,1171.7894736842106,2014,8,52,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
232203,14,22280,22280.0,0,7.0,2.0,0.0,1591.428571428571,2016,5,31,2018-12-01,0.0,0,0,1,Growing Customers
232290,32,37915,37915.0,0,10.0,3.2,0.0,1184.84375,2014,12,48,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
232317,0,0,0.0,0,,,0.0,0.0,2013,6,66,,,1,0,2,Inactive Members
232395,57,77145,77145.0,301,12.0,4.75,0.0039017434700887,1353.421052631579,2014,2,58,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
232426,0,0,0.0,0,,,0.0,0.0,2014,3,57,,,1,0,2,Inactive Members
232450,29,41743,41743.0,1609,8.0,3.625,0.0385453848549457,1439.4137931034484,2013,4,68,2018-08-01,4.0,0,0,0,Loyal Frequent Travelers
232533,7,9372,9372.0,0,2.0,3.5,0.0,1338.857142857143,2018,8,4,2018-11-01,1.0,0,0,1,Growing Customers
232555,39,53849,53849.0,1156,12.0,3.25,0.0214674367212018,1380.7435897435898,2015,4,44,2018-08-01,4.0,1,0,0,Loyal Frequent Travelers
232579,13,19044,19044.0,0,5.0,2.6,0.0,1464.923076923077,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
232609,30,45876,45876.0,1207,10.0,3.0,0.0263100531868515,1529.2,2013,12,60,2018-06-01,6.0,0,1,0,Loyal Frequent Travelers
232685,39,59916,59916.0,0,10.0,3.9,0.0,1536.3076923076924,2016,1,35,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
232703,52,83758,83758.0,0,11.0,4.727272727272728,0.0,1610.7307692307693,2012,10,74,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
232755,38,53818,80727.0,0,4.0,9.5,0.0,1416.2631578947369,2018,3,9,2018-11-01,1.0,0,0,3,High-Engagement New Travelers
232871,53,78586,78586.0,351,11.0,4.818181818181818,0.0044664444048558,1482.754716981132,2016,10,26,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
232884,5,5678,5678.0,0,2.0,2.5,0.0,1135.6,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
232907,5,7370,7370.0,704,2.0,2.5,0.0955223880597015,1474.0,2016,2,34,2017-07-01,17.0,1,1,1,Growing Customers
232924,31,41233,41233.0,1513,8.0,3.875,0.0366939102175442,1330.0967741935483,2012,11,73,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
233017,25,40459,40459.0,895,9.0,2.7777777777777777,0.0221211596925282,1618.36,2017,7,17,2018-11-01,1.0,0,0,1,Growing Customers
233051,0,0,0.0,0,,,0.0,0.0,2014,3,57,,,1,0,2,Inactive Members
233084,57,87153,87153.0,2918,11.0,5.181818181818182,0.0334813488921781,1529.0,2014,3,57,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
233437,19,34588,34588.0,0,6.0,3.1666666666666665,0.0,1820.421052631579,2017,8,16,2018-04-01,8.0,1,1,1,Growing Customers
233646,26,36821,36821.0,0,8.0,3.25,0.0,1416.1923076923076,2014,1,59,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
233738,39,54492,54492.0,1684,10.0,3.9,0.0309036188798355,1397.2307692307693,2013,10,62,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
233768,37,49456,49456.0,548,11.0,3.363636363636364,0.0110805564542219,1336.6486486486488,2015,12,36,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
233774,14,26648,26648.0,1131,4.0,3.5,0.0424422095466826,1903.4285714285716,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
233819,29,53540,53540.0,1080,8.0,3.625,0.020171834142697,1846.206896551724,2013,11,61,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
233831,0,0,0.0,0,,,0.0,0.0,2016,1,35,,,1,0,2,Inactive Members
233877,0,0,0.0,0,,,0.0,0.0,2015,5,43,,,1,0,2,Inactive Members
233958,43,56932,56932.0,381,11.0,3.909090909090909,0.0066921941965854,1324.0,2012,12,72,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
233969,28,41543,41543.0,2616,8.0,3.5,0.0629708976241484,1483.678571428571,2017,4,20,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
233991,22,32261,32261.0,877,10.0,2.2,0.027184526208115,1466.409090909091,2012,7,77,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234047,39,63062,63062.0,389,9.0,4.333333333333333,0.006168532555263,1616.974358974359,2014,7,53,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234256,52,71974,71974.0,438,10.0,5.2,0.0060855308861533,1384.1153846153843,2013,9,63,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234435,33,43226,43226.0,0,9.0,3.6666666666666665,0.0,1309.878787878788,2012,10,74,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234454,7,7867,7867.0,0,3.0,2.333333333333333,0.0,1123.857142857143,2018,8,4,2018-12-01,0.0,0,0,1,Growing Customers
234515,46,77097,77097.0,343,11.0,4.181818181818182,0.0044489409445244,1676.0217391304348,2016,2,34,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234562,38,49049,49049.0,530,10.0,3.8,0.0108055210096026,1290.7631578947369,2017,4,20,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234588,56,83316,83316.0,1242,11.0,5.090909090909091,0.0149071006769408,1487.7857142857142,2015,8,40,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234630,47,62729,62729.0,874,10.0,4.7,0.0139329496724003,1334.659574468085,2016,1,35,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
234807,33,59504,59504.0,2153,10.0,3.3,0.0361824415165367,1803.1515151515152,2017,2,22,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234836,14,13999,13999.0,751,7.0,2.0,0.0536466890492178,999.9285714285714,2017,4,20,2017-10-01,14.0,1,1,1,Growing Customers
234866,30,46360,46360.0,2056,9.0,3.333333333333333,0.0443485763589301,1545.3333333333333,2014,8,52,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234878,50,87691,87691.0,621,12.0,4.166666666666667,0.0070816845514362,1753.82,2013,1,71,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
234895,22,29197,29197.0,0,8.0,2.75,0.0,1327.1363636363635,2017,8,16,2018-10-01,2.0,0,0,1,Growing Customers
234922,23,40187,40187.0,0,8.0,2.875,0.0,1747.2608695652175,2017,8,16,2018-10-01,2.0,0,0,1,Growing Customers
234973,41,58866,58866.0,977,11.0,3.727272727272727,0.0165970169537593,1435.7560975609756,2013,9,63,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235030,0,0,0.0,0,,,0.0,0.0,2018,10,2,,,0,0,2,Inactive Members
235063,29,39431,39431.0,499,11.0,2.636363636363636,0.0126550176257259,1359.6896551724135,2015,8,40,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235092,44,73522,73522.0,596,10.0,4.4,0.0081064171268463,1670.9545454545455,2016,2,34,2018-09-01,3.0,0,0,0,Loyal Frequent Travelers
235102,47,76151,76151.0,462,11.0,4.2727272727272725,0.0060668934091476,1620.2340425531916,2016,6,30,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235220,0,0,0.0,0,,,0.0,0.0,2014,11,49,,,1,0,2,Inactive Members
235229,78,123090,184635.0,664,8.0,9.75,0.003596284561432,1578.076923076923,2018,2,10,2018-12-01,0.0,0,0,3,High-Engagement New Travelers
235391,37,56270,56270.0,871,8.0,4.625,0.0154789408210414,1520.8108108108108,2012,7,77,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235398,48,67457,67457.0,0,9.0,5.333333333333333,0.0,1405.3541666666667,2012,9,75,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
235428,43,53083,53083.0,1298,12.0,3.583333333333333,0.0244522728557165,1234.4883720930231,2012,10,74,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235454,16,21943,21943.0,293,6.0,2.6666666666666665,0.0133527776511871,1371.4375,2013,10,62,2018-01-01,11.0,1,1,1,Growing Customers
235459,36,57419,57419.0,2000,10.0,3.6,0.0348316759260871,1594.9722222222222,2015,1,47,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235506,21,31394,31394.0,644,8.0,2.625,0.0205134739122125,1494.952380952381,2017,9,15,2018-10-01,2.0,0,0,1,Growing Customers
235585,8,15229,15229.0,0,4.0,2.0,0.0,1903.625,2018,5,7,2018-12-01,0.0,0,0,1,Growing Customers
235629,14,29126,29126.0,0,3.0,4.666666666666667,0.0,2080.428571428572,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
235683,24,36858,36858.0,498,8.0,3.0,0.0135113136903792,1535.75,2017,8,16,2018-12-01,0.0,0,0,1,Growing Customers
235709,29,37106,37106.0,1229,8.0,3.625,0.0331213280871018,1279.5172413793102,2016,10,26,2018-11-01,1.0,1,0,0,Loyal Frequent Travelers
235716,27,35566,35566.0,588,8.0,3.375,0.0165326435359613,1317.2592592592594,2016,5,31,2018-10-01,2.0,0,0,1,Growing Customers
235857,28,31899,31899.0,800,9.0,3.111111111111111,0.0250791560863976,1139.25,2015,8,40,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
235872,44,56477,56477.0,1221,10.0,4.4,0.0216194202949873,1283.5681818181818,2013,3,69,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235882,24,33568,33568.0,645,10.0,2.4,0.0192147283126787,1398.6666666666667,2014,10,50,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235885,32,62086,62086.0,765,9.0,3.555555555555556,0.0123216184002834,1940.1875,2014,12,48,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
235930,41,63827,63827.0,1004,8.0,5.125,0.0157300202108825,1556.7560975609756,2013,12,60,2018-09-01,3.0,0,0,0,Loyal Frequent Travelers
236001,42,70094,70094.0,2575,10.0,4.2,0.0367363825719747,1668.904761904762,2016,1,35,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
236003,39,58453,58453.0,784,11.0,3.5454545454545454,0.0134124852445554,1498.7948717948718,2015,1,47,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
236026,48,62334,62334.0,0,12.0,4.0,0.0,1298.625,2012,6,78,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
236037,0,0,0.0,0,,,0.0,0.0,2016,2,34,,,1,0,2,Inactive Members
236093,38,66739,66739.0,1096,9.0,4.222222222222222,0.0164221819326031,1756.2894736842106,2017,4,20,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236129,23,34136,34136.0,537,8.0,2.875,0.0157311928755565,1484.1739130434785,2015,9,39,2018-12-01,0.0,0,0,1,Growing Customers
236165,27,38788,38788.0,1252,10.0,2.7,0.0322780241311745,1436.5925925925926,2014,1,59,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236300,0,0,0.0,0,,,0.0,0.0,2015,8,40,,,1,0,2,Inactive Members
236395,46,66223,66223.0,0,10.0,4.6,0.0,1439.6304347826087,2013,8,64,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236593,40,69611,69611.0,1256,11.0,3.636363636363636,0.0180431253681171,1740.275,2015,6,42,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236701,12,28944,43416.0,0,1.0,12.0,0.0,2412.0,2018,4,8,2018-07-01,5.0,0,0,3,High-Engagement New Travelers
236710,42,69459,69459.0,832,11.0,3.8181818181818175,0.0119782893505521,1653.7857142857142,2015,8,40,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236767,32,48304,48304.0,402,10.0,3.2,0.0083222921497184,1509.5,2015,2,46,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
236794,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0,2,Inactive Members
236874,38,64586,64586.0,1025,9.0,4.222222222222222,0.0158703124516149,1699.6315789473683,2013,5,67,2018-08-01,4.0,1,0,0,Loyal Frequent Travelers
237018,41,70338,70338.0,471,9.0,4.555555555555555,0.0066962381642924,1715.560975609756,2015,3,45,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237094,85,139596,139596.0,552,11.0,7.727272727272727,0.0039542680306025,1642.3058823529411,2017,3,21,2018-12-01,0.0,0,0,3,High-Engagement New Travelers
237105,28,40822,40822.0,0,10.0,2.8,0.0,1457.928571428571,2017,11,13,2018-11-01,1.0,0,0,1,Growing Customers
237106,20,35646,35646.0,1236,7.0,2.857142857142857,0.0346742972563541,1782.3,2012,12,72,2018-08-01,4.0,0,0,0,Loyal Frequent Travelers
237107,0,0,0.0,0,,,0.0,0.0,2016,6,30,,,1,0,2,Inactive Members
237274,35,53982,53982.0,1021,10.0,3.5,0.0189137119780667,1542.3428571428572,2014,3,57,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237293,40,54008,54008.0,946,10.0,4.0,0.0175159235668789,1350.2,2013,6,66,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237303,36,48377,48377.0,1097,9.0,4.0,0.022676065072245,1343.8055555555557,2017,2,22,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
237312,36,47666,71499.0,530,6.0,6.0,0.0074126910865886,1324.0555555555557,2018,4,8,2018-12-01,0.0,0,0,1,Growing Customers
237319,8,10429,10429.0,0,5.0,1.6,0.0,1303.625,2017,11,13,2018-10-01,2.0,0,0,1,Growing Customers
237402,47,84876,84876.0,1328,11.0,4.2727272727272725,0.0156463546821245,1805.872340425532,2015,2,46,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237434,35,44051,44051.0,1196,11.0,3.1818181818181817,0.0271503484597398,1258.6,2016,11,25,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237492,30,41401,41401.0,908,8.0,3.75,0.021931837395232,1380.0333333333333,2017,7,17,2018-12-01,0.0,0,0,1,Growing Customers
237586,24,37680,37680.0,800,6.0,4.0,0.0212314225053078,1570.0,2015,1,47,2017-10-01,14.0,1,1,0,Loyal Frequent Travelers
237651,39,59912,59912.0,1368,9.0,4.333333333333333,0.0228334891173721,1536.2051282051282,2016,11,25,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237729,40,60777,60777.0,1905,12.0,3.333333333333333,0.0313440939829211,1519.425,2016,3,33,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237751,5,9257,9257.0,0,2.0,2.5,0.0,1851.4,2018,6,6,2018-12-01,0.0,0,0,1,Growing Customers
237770,49,74796,74796.0,1391,11.0,4.454545454545454,0.0185972511899032,1526.4489795918366,2017,5,19,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
237858,48,75304,112956.0,0,6.0,8.0,0.0,1568.8333333333333,2018,3,9,2018-12-01,0.0,0,0,3,High-Engagement New Travelers
237888,32,45154,45154.0,701,9.0,3.555555555555556,0.0155246489790494,1411.0625,2017,5,19,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
237984,43,68790,68790.0,908,10.0,4.3,0.0131995929640936,1599.7674418604652,2017,4,20,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238063,0,0,0.0,0,,,0.0,0.0,2012,6,78,,,0,0,2,Inactive Members
238070,0,0,0.0,0,,,0.0,0.0,2015,10,38,,,1,0,2,Inactive Members
238119,50,78117,78117.0,611,9.0,5.555555555555555,0.0078216009319354,1562.34,2013,5,67,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238156,43,57055,57055.0,1293,11.0,3.909090909090909,0.022662343352905,1326.860465116279,2012,8,76,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
238193,31,46590,46590.0,1110,8.0,3.875,0.0238248551191242,1502.9032258064517,2015,8,40,2018-07-01,5.0,1,0,0,Loyal Frequent Travelers
238233,24,34793,34793.0,0,7.0,3.4285714285714284,0.0,1449.7083333333333,2017,4,20,2018-12-01,0.0,0,0,1,Growing Customers
238342,34,31894,47841.0,0,4.0,8.5,0.0,938.0588235294116,2018,2,10,2018-10-01,2.0,0,0,3,High-Engagement New Travelers
238367,16,23897,23897.0,1257,7.0,2.2857142857142856,0.0526007448633719,1493.5625,2017,9,15,2018-09-01,3.0,0,0,1,Growing Customers
238434,37,57856,57856.0,1149,11.0,3.363636363636364,0.0198596515486725,1563.6756756756756,2014,8,52,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238442,40,57126,57126.0,1923,9.0,4.444444444444445,0.033662430416973,1428.15,2014,9,51,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238556,45,68158,68158.0,455,12.0,3.75,0.0066756653657677,1514.6222222222225,2013,7,65,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238607,37,64903,64903.0,1478,11.0,3.363636363636364,0.0227724450333574,1754.1351351351352,2013,12,60,2018-09-01,3.0,0,0,0,Loyal Frequent Travelers
238640,19,33417,33417.0,0,10.0,1.9,0.0,1758.7894736842106,2017,6,18,2018-11-01,1.0,0,0,1,Growing Customers
238647,37,62105,62105.0,477,10.0,3.7,0.0076805410192416,1678.5135135135135,2016,5,31,2018-11-01,1.0,0,0,0,Loyal Frequent Travelers
238649,33,53933,53933.0,0,9.0,3.6666666666666665,0.0,1634.3333333333333,2013,4,68,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238752,40,47912,47912.0,674,11.0,3.636363636363636,0.0140674570045082,1197.8,2012,7,77,2018-12-01,0.0,0,0,0,Loyal Frequent Travelers
238753,45,73371,73371.0,968,11.0,4.090909090909091,0.0131932234806667,1630.4666666666667,2013,6,66,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
238796,25,36073,36073.0,391,9.0,2.7777777777777777,0.0108391317605965,1442.92,2017,7,17,2018-12-01,0.0,0,0,1,Growing Customers
238814,39,53855,53855.0,955,10.0,3.9,0.0177328010398291,1380.8974358974358,2015,9,39,2018-10-01,2.0,0,0,0,Loyal Frequent Travelers
